Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2019.1 (lin64) Build 2552052 Fri May 24 14:47:09 MDT 2019
| Date         : Sat Mar 23 00:08:27 2024
| Host         : audacity running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -hierarchical -file ./Impl/TopDown/top-post-place-util.txt
| Design       : mkPcieTop
| Device       : xcvu095ffva2104-2
| Design State : Fully Placed
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+----------------------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+--------------+
|                                                       Instance                                                       |                                 Module                                | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP48 Blocks |
|             sync_txprogdivresetdone                                                                                  |      pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync__parameterized3_26 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[0].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_45 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|             sync_txresetdone                                                                                         |      pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync__parameterized3_27 |          3 |          3 |       0 |    0 |    32 |      0 |      0 |    0 |            0 |
|               sync_vec[0].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_37 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[1].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_38 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[2].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_39 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[3].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_40 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[4].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_41 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[5].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_42 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[6].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_43 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[7].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_44 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|             sync_txsync_done                                                                                         |      pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync__parameterized3_28 |          4 |          4 |       0 |    0 |    32 |      0 |      0 |    0 |            0 |
|               sync_vec[0].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_29 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[1].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_30 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[2].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_31 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[3].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_32 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[4].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_33 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[5].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_34 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[6].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_35 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|               sync_vec[7].sync_cell_i                                                                                | pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0_36 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|         pcie3_uscale_top_inst                                                                                        |                 pcie3_ultrascale_0pcie3_ultrascale_0_pcie3_uscale_top |         26 |         26 |       0 |    0 |   994 |      3 |     12 |    0 |            0 |
|           init_ctrl_inst                                                                                             |                        pcie3_ultrascale_0pcie3_ultrascale_0_init_ctrl |          6 |          6 |       0 |    0 |     8 |      0 |      0 |    0 |            0 |
|           pcie3_uscale_wrapper_inst                                                                                  |             pcie3_ultrascale_0pcie3_ultrascale_0_pcie3_uscale_wrapper |          3 |          3 |       0 |    0 |     0 |      2 |     12 |    0 |            0 |
|             (pcie3_uscale_wrapper_inst)                                                                              |             pcie3_ultrascale_0pcie3_ultrascale_0_pcie3_uscale_wrapper |          3 |          3 |       0 |    0 |     0 |      0 |      0 |    0 |            0 |
|             bram_inst                                                                                                |                             pcie3_ultrascale_0pcie3_ultrascale_0_bram |          0 |          0 |       0 |    0 |     0 |      2 |     12 |    0 |            0 |
|               bram_cpl_inst                                                                                          |                         pcie3_ultrascale_0pcie3_ultrascale_0_bram_cpl |          0 |          0 |       0 |    0 |     0 |      0 |      8 |    0 |            0 |
|                 CPL_FIFO_16KB.bram_16k_inst                                                                          |                         pcie3_ultrascale_0pcie3_ultrascale_0_bram_16k |          0 |          0 |       0 |    0 |     0 |      0 |      8 |    0 |            0 |
|               bram_rep_inst                                                                                          |                         pcie3_ultrascale_0pcie3_ultrascale_0_bram_rep |          0 |          0 |       0 |    0 |     0 |      2 |      0 |    0 |            0 |
|                 bram_rep_8k_inst                                                                                     |                      pcie3_ultrascale_0pcie3_ultrascale_0_bram_rep_8k |          0 |          0 |       0 |    0 |     0 |      2 |      0 |    0 |            0 |
|               bram_req_inst                                                                                          |                         pcie3_ultrascale_0pcie3_ultrascale_0_bram_req |          0 |          0 |       0 |    0 |     0 |      0 |      4 |    0 |            0 |
|                 bram_req_8k_inst                                                                                     |                      pcie3_ultrascale_0pcie3_ultrascale_0_bram_req_8k |          0 |          0 |       0 |    0 |     0 |      0 |      4 |    0 |            0 |
|           pipe_pipeline_inst                                                                                         |                    pcie3_ultrascale_0pcie3_ultrascale_0_pipe_pipeline |          0 |          0 |       0 |    0 |   974 |      0 |      0 |    0 |            0 |
|             pipe_2_lane.pipe_lane_1_inst                                                                             |                        pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_4_lane.pipe_lane_2_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_0 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_4_lane.pipe_lane_3_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_1 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_8_lane.pipe_lane_4_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_2 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_8_lane.pipe_lane_5_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_3 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_8_lane.pipe_lane_6_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_4 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_8_lane.pipe_lane_7_inst                                                                             |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_5 |          0 |          0 |       0 |    0 |   120 |      0 |      0 |    0 |            0 |
|             pipe_lane_0_inst                                                                                         |                      pcie3_ultrascale_0pcie3_ultrascale_0_pipe_lane_6 |          0 |          0 |       0 |    0 |   122 |      0 |      0 |    0 |            0 |
|             pipe_misc_inst                                                                                           |                        pcie3_ultrascale_0pcie3_ultrascale_0_pipe_misc |          0 |          0 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|           tph_tbl_inst                                                                                               |                          pcie3_ultrascale_0pcie3_ultrascale_0_tph_tbl |         17 |         17 |       0 |    0 |    12 |      1 |      0 |    0 |            0 |
|         rxcdrhold_i                                                                                                  |                        pcie3_ultrascale_0pcie3_ultrascale_0_rxcdrhold |          1 |          1 |       0 |    0 |     8 |      0 |      0 |    0 |            0 |
|           (rxcdrhold_i)                                                                                              |                        pcie3_ultrascale_0pcie3_ultrascale_0_rxcdrhold |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|           sync_rxcdrhold_req                                                                                         |         pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync__parameterized5 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|             sync_vec[0].sync_cell_i                                                                                  |    pcie3_ultrascale_0pcie3_ultrascale_0_phy_sync_cell__parameterized0 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|         user_reset_cdc                                                                                               |                   pcie3_ultrascale_0xpm_cdc_async_rst__parameterized0 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   host_pcieHostTop_pciehost                                                                                          |                                                            mkPcieHost |       7188 |       6628 |     560 |    0 |  8041 |     23 |      0 |    0 |            0 |
|     (host_pcieHostTop_pciehost)                                                                                      |                                                            mkPcieHost |         23 |         23 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     arbiter                                                                                                          |                                                          mkTLPArbiter |        645 |        645 |       0 |    0 |   927 |      0 |      0 |    0 |            0 |
|       (arbiter)                                                                                                      |                                                          mkTLPArbiter |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|       tlp_in_fifo_0                                                                                                  |                                             FIFO2__parameterized2_175 |        317 |        317 |       0 |    0 |   308 |      0 |      0 |    0 |            0 |
|       tlp_in_fifo_1                                                                                                  |                                             FIFO2__parameterized2_176 |        172 |        172 |       0 |    0 |   308 |      0 |      0 |    0 |            0 |
|       tlp_out_fifo                                                                                                   |                                             FIFO2__parameterized2_177 |        157 |        157 |       0 |    0 |   308 |      0 |      0 |    0 |            0 |
|     csr                                                                                                              |                                            mkPcieControlAndStatusRegs |       1905 |       1905 |       0 |    0 |  2754 |      1 |      0 |    0 |            0 |
|       (csr)                                                                                                          |                                            mkPcieControlAndStatusRegs |        398 |        398 |       0 |    0 |  1854 |      0 |      0 |    0 |            0 |
|       bramRequestFifo                                                                                                |                                                 FIFO2__parameterized4 |         71 |         71 |       0 |    0 |   132 |      0 |      0 |    0 |            0 |
|       bramResponseFifo                                                                                               |                                             FIFO2__parameterized5_161 |        195 |        195 |       0 |    0 |   387 |      0 |      0 |    0 |            0 |
|       changeFifo_memory                                                                                              |                                                                 BRAM2 |         55 |         55 |       0 |    0 |     0 |      1 |      0 |    0 |            0 |
|       csrIsMsixAddrFifo                                                                                              |                                             FIFO2__parameterized6_162 |          6 |          6 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|       csrOneHotFifo000                                                                                               |                                             FIFO2__parameterized7_163 |         18 |         18 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|       csrOneHotFifo774                                                                                               |                                                 FIFO2__parameterized8 |        344 |        344 |       0 |    0 |    38 |      0 |      0 |    0 |            0 |
|       csrOneHotFifo992                                                                                               |                                             FIFO2__parameterized7_164 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|       csrRagBeatFifo                                                                                                 |                                                 FIFO2__parameterized9 |        433 |        433 |       0 |    0 |    32 |      0 |      0 |    0 |            0 |
|       csrRag_addrBeatFifo                                                                                            |                                             FIFO2__parameterized9_165 |         51 |         51 |       0 |    0 |    28 |      0 |      0 |    0 |            0 |
|       csrRag_requestFifo                                                                                             |                                             FIFO1__parameterized1_166 |         42 |         42 |       0 |    0 |    22 |      0 |      0 |    0 |            0 |
|       csrWagBeatFifo                                                                                                 |                                             FIFO2__parameterized9_167 |         73 |         73 |       0 |    0 |    30 |      0 |      0 |    0 |            0 |
|       csrWagIsMsixAddrFifo                                                                                           |                                             FIFO2__parameterized6_168 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|       csrWagOneHotFifo768                                                                                            |                                                FIFO2__parameterized10 |          9 |          9 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|       csrWagOneHotFifo792                                                                                            |                                            FIFO2__parameterized11_169 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|       csrWag_addrBeatFifo                                                                                            |                                             FIFO2__parameterized9_170 |         26 |         26 |       0 |    0 |    30 |      0 |      0 |    0 |            0 |
|       csrWag_requestFifo                                                                                             |                                             FIFO1__parameterized1_171 |         42 |         42 |       0 |    0 |    22 |      0 |      0 |    0 |            0 |
|       readResponseFifo                                                                                               |                                            FIFO2__parameterized12_172 |         75 |         75 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|       writeDataFifo                                                                                                  |                                            FIFO2__parameterized12_173 |         51 |         51 |       0 |    0 |    79 |      0 |      0 |    0 |            0 |
|       writeDoneFifo                                                                                                  |                                            FIFO2__parameterized13_174 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     dispatcher                                                                                                       |                                                       mkTLPDispatcher |        428 |        428 |       0 |    0 |   771 |      0 |      0 |    0 |            0 |
|       (dispatcher)                                                                                                   |                                                       mkTLPDispatcher |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|       tlp_in_fifo                                                                                                    |                                             FIFO2__parameterized2_156 |        153 |        153 |       0 |    0 |   256 |      0 |      0 |    0 |            0 |
|       tlp_out_fifo_0                                                                                                 |                                             FIFO2__parameterized2_157 |        137 |        137 |       0 |    0 |   254 |      0 |      0 |    0 |            0 |
|       tlp_out_fifo_1                                                                                                 |                                             FIFO2__parameterized2_158 |        136 |        136 |       0 |    0 |   254 |      0 |      0 |    0 |            0 |
|       tlp_out_fifo_2                                                                                                 |                                             FIFO2__parameterized2_159 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       tlp_out_fifo_3                                                                                                 |                                             FIFO2__parameterized2_160 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     mvec_0                                                                                                           |                                                           mkPcieToMem |       1234 |        954 |     280 |    0 |   715 |      0 |      0 |    0 |            0 |
|       (mvec_0)                                                                                                       |                                                           mkPcieToMem |         13 |         13 |       0 |    0 |   284 |      0 |      0 |    0 |            0 |
|       readDataFifo                                                                                                   |                                         SizedFIFO__parameterized1_151 |        610 |        562 |      48 |    0 |    57 |      0 |      0 |    0 |            0 |
|       readHeaderFifo                                                                                                 |                                         SizedFIFO__parameterized1_152 |        147 |         91 |      56 |    0 |    89 |      0 |      0 |    0 |            0 |
|       tlpOutFifo                                                                                                     |                                         SizedFIFO__parameterized0_153 |        248 |        160 |      88 |    0 |   162 |      0 |      0 |    0 |            0 |
|       writeDataFifo                                                                                                  |                                         SizedFIFO__parameterized1_154 |         83 |         51 |      32 |    0 |    47 |      0 |      0 |    0 |            0 |
|       writeHeaderFifo                                                                                                |                                         SizedFIFO__parameterized1_155 |        134 |         78 |      56 |    0 |    76 |      0 |      0 |    0 |            0 |
|     mvec_1                                                                                                           |                                                       mkPcieToMem_130 |       1238 |        974 |     264 |    0 |   695 |      0 |      0 |    0 |            0 |
|       (mvec_1)                                                                                                       |                                                       mkPcieToMem_130 |         11 |         11 |       0 |    0 |   284 |      0 |      0 |    0 |            0 |
|       readDataFifo                                                                                                   |                                             SizedFIFO__parameterized1 |        643 |        595 |      48 |    0 |    57 |      0 |      0 |    0 |            0 |
|       readHeaderFifo                                                                                                 |                                         SizedFIFO__parameterized1_148 |        151 |         95 |      56 |    0 |    89 |      0 |      0 |    0 |            0 |
|       tlpOutFifo                                                                                                     |                                             SizedFIFO__parameterized0 |        248 |        160 |      88 |    0 |   162 |      0 |      0 |    0 |            0 |
|       writeDataFifo                                                                                                  |                                         SizedFIFO__parameterized1_149 |         71 |         47 |      24 |    0 |    41 |      0 |      0 |    0 |            0 |
|       writeHeaderFifo                                                                                                |                                         SizedFIFO__parameterized1_150 |        114 |         66 |      48 |    0 |    62 |      0 |      0 |    0 |            0 |
|     sEngine                                                                                                          |                                                      mkMemToPcieSynth |        252 |        236 |      16 |    0 |   257 |      0 |      0 |    0 |            0 |
|       (sEngine)                                                                                                      |                                                      mkMemToPcieSynth |          2 |          2 |       0 |    0 |    17 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_fifos_0                                                                          |                                             SizedFIFO__parameterized2 |         12 |         12 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_fifos_1                                                                          |                                         SizedFIFO__parameterized2_135 |         12 |         12 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_fifos_2                                                                          |                                         SizedFIFO__parameterized2_136 |         13 |         13 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_fifos_3                                                                          |                                         SizedFIFO__parameterized2_137 |         12 |         12 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_inCountFifo                                                                      |                                                FIFO2__parameterized11 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_inFifo                                                                           |                                                FIFO2__parameterized15 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_posFifo                                                                          |                                             FIFO2__parameterized7_138 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionMimo_weFifo                                                                           |                                            FIFO2__parameterized16_139 |         11 |         11 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_fifos_0                                                                       |                                             SizedFIFO__parameterized3 |         11 |         11 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_fifos_1                                                                       |                                         SizedFIFO__parameterized3_140 |         25 |         17 |       8 |    0 |    15 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_fifos_2                                                                       |                                         SizedFIFO__parameterized3_141 |         12 |         12 |       0 |    0 |    11 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_fifos_3                                                                       |                                         SizedFIFO__parameterized3_142 |         27 |         19 |       8 |    0 |    15 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_inCountFifo                                                                   |                                            FIFO2__parameterized11_143 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_inFifo                                                                        |                                                FIFO2__parameterized17 |         20 |         20 |       0 |    0 |    30 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_posFifo                                                                       |                                             FIFO2__parameterized7_144 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_completionTagMimo_weFifo                                                                        |                                            FIFO2__parameterized16_145 |         13 |         13 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_tlpDecodeFifo                                                                                   |                                             FIFO2__parameterized2_146 |         52 |         52 |       0 |    0 |    42 |      0 |      0 |    0 |            0 |
|       memSlaveEngine_tlpInFifo                                                                                       |                                             FIFO2__parameterized2_147 |         24 |         24 |       0 |    0 |    42 |      0 |      0 |    0 |            0 |
|     traceif                                                                                                          |                                                          mkPcieTracer |       1463 |       1463 |       0 |    0 |  1910 |     22 |      0 |    0 |            0 |
|       (traceif)                                                                                                      |                                                          mkPcieTracer |          6 |          6 |       0 |    0 |   249 |      0 |      0 |    0 |            0 |
|       fromPcieTraceBram_cbram_bram                                                                                   |                                                 BRAM2__parameterized1 |          2 |          2 |       0 |    0 |     0 |     11 |      0 |    0 |            0 |
|       fromPcieTraceBram_cbram_responseFifo_0                                                                         |                                                 FIFO2__parameterized5 |        201 |        201 |       0 |    0 |   386 |      0 |      0 |    0 |            0 |
|       isRootBroadcastMessage                                                                                         |                                                 FIFO2__parameterized6 |        270 |        270 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|       tlpBusResponseFifo                                                                                             |                                                 FIFO2__parameterized2 |        236 |        236 |       0 |    0 |   308 |      0 |      0 |    0 |            0 |
|       tlpFromBusFifo                                                                                                 |                                             FIFO2__parameterized2_131 |        151 |        151 |       0 |    0 |   291 |      0 |      0 |    0 |            0 |
|       tlpToBusFifo                                                                                                   |                                             FIFO2__parameterized2_132 |        139 |        139 |       0 |    0 |   262 |      0 |      0 |    0 |            0 |
|       tlpTraceBramWrAddrFifo                                                                                         |                                                FIFO2__parameterized21 |         59 |         59 |       0 |    0 |    24 |      0 |      0 |    0 |            0 |
|       toPcieTraceBram_cbram_bram                                                                                     |                                             BRAM2__parameterized1_133 |          1 |          1 |       0 |    0 |     0 |     11 |      0 |    0 |            0 |
|       toPcieTraceBram_cbram_responseFifo_0                                                                           |                                             FIFO2__parameterized5_134 |        398 |        398 |       0 |    0 |   386 |      0 |      0 |    0 |            0 |
|   intrFifo                                                                                                           |                                             FIFO2__parameterized16__3 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_doneFifo                                                                                        |                                                 FIFO1__parameterized2 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_readDataPipes_0_fifo                                                                            |                                                FIFO2__parameterized12 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_readDataPipes_1_fifo                                                                            |                                              FIFO2__parameterized12_0 |         70 |         70 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_read_data_funnel_buffs_0_0                                                                      |                                              FIFO2__parameterized12_1 |         39 |         39 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_req_ars                                                                                         |                                                 FIFO1__parameterized3 |          0 |          0 |       0 |    0 |    21 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_req_aws                                                                                         |                                               FIFO1__parameterized3_2 |          0 |          0 |       0 |    0 |    21 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_rs                                                                                              |                                                 FIFO1__parameterized0 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_writeDataPipes_0_fifo                                                                           |                                              FIFO2__parameterized12_3 |         40 |         40 |       0 |    0 |    68 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_writeDataPipes_1_fifo                                                                           |                                              FIFO2__parameterized12_4 |          2 |          2 |       0 |    0 |    68 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_write_data                                                                                      |                                                FIFO2__parameterized22 |         43 |         43 |       0 |    0 |    69 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_write_data_unfunnel_rv_buff_0_0_0                                                               |                                              FIFO2__parameterized22_5 |         37 |         37 |       0 |    0 |    68 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_write_data_unfunnel_rv_buff_0_0_1                                                               |                                              FIFO2__parameterized22_6 |         37 |         37 |       0 |    0 |    68 |      0 |      0 |    0 |            0 |
|   portalTop_ctrl_mux_ws                                                                                              |                                               FIFO1__parameterized0_7 |          7 |          7 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_doneFifo                                                                           |                                               FIFO1__parameterized2_8 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_0_fifo                                                               |                                              FIFO2__parameterized12_9 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_1_fifo                                                               |                                             FIFO2__parameterized12_10 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_2_fifo                                                               |                                             FIFO2__parameterized12_11 |         70 |         70 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_3_fifo                                                               |                                             FIFO2__parameterized12_12 |         70 |         70 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_read_data_funnel_buffs_0_0                                                         |                                             FIFO2__parameterized12_13 |         39 |         39 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_req_ars                                                                            |                                                 FIFO1__parameterized4 |          3 |          3 |       0 |    0 |    19 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_req_aws                                                                            |                                              FIFO1__parameterized4_14 |          3 |          3 |       0 |    0 |    19 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_rs                                                                                 |                                                 FIFO1__parameterized5 |         10 |         10 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_0_fifo                                                              |                                             FIFO2__parameterized12_15 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_1_fifo                                                              |                                             FIFO2__parameterized12_16 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_2_fifo                                                              |                                             FIFO2__parameterized12_17 |         31 |         31 |       0 |    0 |    58 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_3_fifo                                                              |                                             FIFO2__parameterized12_18 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data                                                                         |                                                FIFO2__parameterized23 |        110 |        110 |       0 |    0 |    70 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_0                                                  |                                             FIFO2__parameterized23_19 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_1                                                  |                                             FIFO2__parameterized23_20 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_2                                                  |                                             FIFO2__parameterized23_21 |          1 |          1 |       0 |    0 |    58 |      0 |      0 |    0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_3                                                  |                                             FIFO2__parameterized23_22 |          2 |          2 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
